縣市別,機構類型,機構代碼,機構名稱,地址,電話,定位地址,WGS84經度,WGS84緯度
新北市,一般護理之家,7431140785,新北市私立捷安護理之家,新北市蘆洲區中山一路300號1-3樓,02-22829859,新北市蘆洲區得仁里12鄰中山一路300號,121.470434,25.078205
新北市,一般護理之家,7431140614,蓮心護理之家,新北市蘆洲區環堤大道116號1-5樓,22827399,新北市蘆洲區成功里23鄰環堤大道116號,121.455606,25.086932
新北市,一般護理之家,7431140696,佳欣護理之家,新北市蘆洲區永安北路2段76巷15號、15號2樓至4樓,02-28481213,新北市蘆洲區玉清里21鄰永安北路二段76巷15號,121.482641,25.085225
新北市,一般護理之家,7431140598,私立三民護理之家,新北市蘆洲區三民路26巷51號1樓、2樓,22886211、22885959,新北市蘆洲區仁德里9鄰三民路26巷51號,121.478061,25.083214
新北市,一般護理之家,7431150012,新北市私立尚承護理之家,新北市五股區成泰路4段10號3樓、3樓之1、3樓之4,22917171,新北市五股區集福里2鄰成泰路四段10號,121.45328,25.106325
新北市,一般護理之家,7431230033,八里佳醫護理之家,新北市八里區觀海大道185號、185號2樓、185號2樓之1,(02) 2610-4913,新北市八里區大崁里13鄰觀海大道185號,121.421285,25.162243
新北市,一般護理之家,7431230051,觀海護理之家,新北市八里區博物館路183號1至4樓,(02) 8630-3185,新北市八里區頂罟里6鄰博物館路183號,121.406375,25.156642
新北市,一般護理之家,7431230042,八里同仁護理之家,新北市八里區賢二街10號1樓至3樓、10之1號1樓,(02)26195625,新北市八里區大崁里4鄰賢二街10號,121.419816,25.159171
新北市,一般護理之家,7431101162,紅樹林護理之家,新北市淡水區中正東路一段111巷22號1至7樓,(02)26260766,新北市淡水區竿蓁里2鄰中正東路一段111巷22號,121.455191,25.160729
新北市,一般護理之家,7431210013,仁禾護理之家,新北市三芝區四棧橋53之3號、53之3號二樓、53之3號三樓,26365111,新北市三芝區古庄里7鄰四棧橋53之3號,121.483731,25.26518
新北市,一般護理之家,7431220055,私立雙園長青護理之家,新北市石門區老梅里7股12-6號(1樓),(02)26383361,新北市石門區老梅里19鄰七股12之6號,121.547552,25.266583
桃園市,一般護理之家,7432021369,樂鑫護理之家,桃園市中壢區信義里廈門街91號2樓,03-4594118,桃園市中壢區信義里5鄰廈門街91號,121.23275,24.951559
桃園市,一般護理之家,7432021467,金色時代護理之家,桃園市中壢區忠勤街36、46號1至3樓,03-4629292#21388,桃園市中壢區中原里14鄰忠勤街105號,121.257853,24.975107
桃園市,一般護理之家,7432021609,懷寧護理之家,桃園市中壢區崇德三路250號1至4樓、252號1至4樓,03-4080143,桃園市中壢區月眉里16鄰崇德三路250號,121.187057,24.990621
桃園市,一般護理之家,7432021538,真愛華園護理之家,桃園市中壢區新生路65號6樓之3,03-4258367,桃園市中壢區永興里10鄰新生路65號,121.222278,24.958715
桃園市,一般護理之家,7432021510,懷寧醫院附設護理之家,桃園市中壢區志廣路119號8樓、9樓,03-2811177,桃園市中壢區五權里13鄰志廣路119號,121.205647,24.96163
桃園市,一般護理之家,7432021501,中敏護理之家,桃園市中壢區中山東路二段525-7號2樓,03-4371000,桃園市中壢區普慶里8鄰中山東路二段525之7號,121.24637,24.94799
桃園市,一般護理之家,7432101139,揚明護理之家,桃園市平鎮區金陵路2段268號,03-4929929-350,桃園市平鎮區北興里4鄰金陵路二段268號,121.223823,24.937118
桃園市,一般護理之家,7432101022,柏陽護理之家,桃園市平鎮區平南里23鄰上海路89巷38號,34395757,桃園市平鎮區平南里23鄰上海路89巷38號,121.205308,24.910802
桃園市,一般護理之家,7432101175,平鎮佳醫護理之家,桃園市平鎮區東光路23巷18號,4607277,桃園市平鎮區新安里19鄰東光路23巷18號,121.254644,24.917819
桃園市,一般護理之家,7432101040,柏圓護理之家,桃園市平鎮區長沙街6號,(03)4390655,桃園市平鎮區平南里24鄰長沙街6號,121.205957,24.911515
桃園市,一般護理之家,7432101120,陽明醫院附設護理之家,桃園市平鎮區延平路二段56號3樓,03-4929929-350,桃園市平鎮區義興里24鄰延平路二段56號,121.212307,24.950081
桃園市,一般護理之家,7432101095,承恩護理之家,桃園市平鎮區和平路86號6樓、7樓,03-4570518,桃園市平鎮區北勢里8鄰和平路86號,121.220842,24.947918
桃園市,一般護理之家,7432091138,龍潭敏盛醫院附設護理之家,桃園市龍潭區中豐路168號2樓,03-4097279,桃園市龍潭區烏樹林里23鄰中豐路168號,121.213863,24.875063
桃園市,一般護理之家,7432091076,桃園市私立龍祥護理之家,桃園市龍潭區高平里高楊南路97之1號1樓,03-4718976,桃園市龍潭區高平里12鄰高楊南路97之1號,121.211547,24.836399
桃園市,一般護理之家,7132090019,國軍桃園總醫院附設護理之家,桃園市龍潭區中興路九龍段168號,4807777,桃園市龍潭區祥和里2鄰中興路九龍段261之1號,121.244934,24.877647
桃園市,一般護理之家,7432040211,桃園市私立樂活護理之家,桃園市楊梅區富岡里富豐南路109巷106號,03-4724659,桃園市楊梅區富岡里富豐南路109巷106號,121.081788,24.932264
桃園市,一般護理之家,7432040159,楊梅佳醫護理之家,桃園市楊梅區裕成南路159號,03-4317786,桃園市楊梅區裕新里1鄰裕成南路159號,121.16101,24.901512
桃園市,一般護理之家,7432040122,安家護理之家,桃園市楊梅區瑞原里民有路1段258號,4856829,桃園市楊梅區瑞原里22鄰民有路一段258號,121.117028,24.938464
桃園市,一般護理之家,7432040168,天成醫院附設護理之家,桃園市楊梅區新成路196號,,桃園市楊梅區梅新里12鄰新成路196號,121.146863,24.90837
桃園市,一般護理之家,7432040186,鼎居護理之家,桃園市楊梅區高鐵南路七段178巷16號,03-2888666,桃園市楊梅區上田里16鄰高鐵南路七段178巷16號,121.132343,24.948336
桃園市,一般護理之家,7432110030,祐康護理之家,桃園市新屋區深圳里4鄰文化路一段823巷29號,03-4768663,桃園市新屋區深圳里4鄰文化路一段823巷29號,121.010519,24.954937
桃園市,一般護理之家,7432120027,智化護理之家,桃園市觀音區三和村5鄰橫圳頂39之1號,4732301,桃園市觀音區三和里5鄰橫圳頂39之1號,121.080315,25.015975
桃園市,一般護理之家,7432011809,南雅護理之家,桃園市桃園區中山東路32-20號7、8樓,03-3361501,桃園市桃園區東門里6鄰中山東路32之20號,121.314263,24.995546
桃園市,一般護理之家,7432011621,至亨護理之家,桃園市桃園區中正路205號3樓,03-4258353,桃園市桃園區長美里7鄰中正路205號,121.310441,24.994873
桃園市,一般護理之家,7432011596,莨璟護理之家,桃園市桃園區中平路158號,03-2202991,桃園市桃園區中山里8鄰中平路158號,121.293212,24.985485
桃園市,一般護理之家,7432011550,健亞護理之家,桃園市桃園區中山東路32-20號4樓之1,03-3334203,桃園市桃園區東門里6鄰中山東路32之20號,121.314263,24.995546
桃園市,一般護理之家,7432011498,御禾園護理之家,桃園市桃園區龍壽街283號,03-3691633,桃園市桃園區龍山里1鄰龍壽街283號,121.266623,24.989431
桃園市,一般護理之家,7432011452,敏盛綜合醫院附設護理之家,桃園市桃園區三民路三段106號6樓,03-3379340-620,桃園市桃園區西門里12鄰三民路三段106號,121.305696,24.994364
桃園市,一般護理之家,7432011327,桃園皇家護理之家,桃園市桃園區復興路70號6、7樓,03-3379595,桃園市桃園區東山里17鄰復興路70號,121.317021,24.991045
桃園市,一般護理之家,7432011096,寬福護理之家,桃園市桃園區裕和街35號,(03)3702500,桃園市桃園區龍祥里6鄰裕和街35號,121.273814,24.98215
桃園市,一般護理之家,7532011034,衛生福利部桃園醫院附設護理之家,桃園市桃園區中山路一四九二號,(03)3699721,桃園市桃園區龍山里8鄰中山路1492號,121.268092,24.977705
桃園市,一般護理之家,7132010020,臺北榮民總醫院桃園分院附設長青園護理之家,桃園市桃園區成功路三段100號6、8樓(實際樓層5、7樓),03-3384889,桃園市桃園區三元里8鄰成功路三段100號,121.325315,25.003741
桃園市,一般護理之家,7732071025,長庚醫療財團法人附設長青護理之家,桃園市龜山區舊路村東舊路坑二六之八號,03-3281200-2822,桃園市龜山區舊路里4鄰長青路2之1號,121.366203,25.017054
桃園市,一般護理之家,7132070026,衛生福利部樂生療養院附設護理之家,桃園市龜山區萬壽路一段50巷2號,02-82006600,桃園市龜山區迴龍里35鄰萬壽路一段50巷2號,121.407525,25.02014
桃園市,一般護理之家,7232070019,長庚醫療財團法人附設桃園長庚護理之家,桃園市龜山區舊路里頂湖路123號（6樓，實際為地上5層）,,桃園市龜山區舊路里頂湖路123號,121.366887,25.030784
桃園市,一般護理之家,7432070568,信安護理之家,桃園市龜山區文昌二街79、81號,3272200,桃園市龜山區文化里5鄰文昌二街81號,121.370262,25.056827
桃園市,一般護理之家,7432070602,仁義護理之家,桃園市龜山區自強南路289號,03-3191688,桃園市龜山區新興里16鄰自強南路289號,121.334928,24.990164
桃園市,一般護理之家,7432070684,永康護理之家,桃園市龜山區忠義路二段421、423號,985036655,桃園市龜山區大湖里23鄰忠義路二段718號,121.355121,25.058024
桃園市,一般護理之家,7432070844,聯庚護理之家,桃園市龜山區文化三路516號2樓、3樓,03-3186088,桃園市龜山區大華里30鄰文化三路516號,121.368163,25.052555
桃園市,一般護理之家,7432070737,大慶護理之家,桃園市龜山區文化七路182巷9號,03-3960036,桃園市龜山區大華里13鄰文化七路182巷9號,121.367968,25.051141
桃園市,一般護理之家,7432070764,福仁護理之家,桃園市龜山區大崗里大湖一路79巷35號,03-3281616,桃園市龜山區大崗里22鄰大湖一路79巷35號,121.357001,25.054625
桃園市,一般護理之家,7432070817,松林護理之家,桃園市龜山區復興北路6巷46號,3180999,桃園市龜山區文化里2鄰復興北路6巷46號,121.367678,25.058655
桃園市,一般護理之家,7432070826,恩典護理之家,桃園市龜山區 萬壽路二段956號2、4、5、6樓,,桃園市龜山區龜山里9鄰萬壽路二段956號,121.338117,24.995472
桃園市,一般護理之家,7432070835,至善天下護理之家,桃園市龜山區復興二路78巷48號,03-3281896,桃園市龜山區文化里24鄰復興二路78巷48號,121.372313,25.056332
桃園市,一般護理之家,7432070700,真愛護理之家,桃園市龜山區萬壽路一段161號3樓之1之2之3,956968116,桃園市龜山區迴龍里22鄰萬壽路一段161號,121.407359,25.018212
桃園市,一般護理之家,7432081052,旭登護理之家,桃園市八德區樹仁三街601號1至3樓,03-3677666-202,桃園市八德區大強里2鄰樹仁三街601號,121.309741,24.974886
桃園市,一般護理之家,7332030017,大溪區農會附設護理之家,桃園市大溪區中華路343號3樓,3879688,桃園市大溪區一德里29鄰中華路343號,121.29145,24.87637
桃園市,一般護理之家,7432031114,桃園市私立元福護理之家,桃園市大溪區瑞源里石園路760巷316號,3909835,桃園市大溪區瑞源里17鄰石園路760巷316號,121.251063,24.870242
桃園市,一般護理之家,7432060053,大園敏盛醫院附設護理之家,桃園市大園區華中街2號3、5樓,03-3867521#300,桃園市大園區田心里13鄰華中街2號,121.196015,25.062313
新竹縣,一般護理之家,7433051398,蒲公英護理之家,新竹縣竹北市泰和里11鄰中泰路2號2~4樓,03-6560013,新竹縣竹北市泰和里11鄰中泰路2號,121.00769,24.839369
新竹縣,一般護理之家,7433051156,平安護理之家,新竹縣竹北市博愛街298巷7號 ,03-6562585,新竹縣竹北市福德里7鄰博愛街298巷7號,121.008133,24.834706
新竹縣,一般護理之家,7433051101,禾馨護理之家,新竹縣竹北市中華路977巷1號,03-5511038,新竹縣竹北市泰和里21鄰中華路977巷1號,121.004375,24.848804
新竹縣,一般護理之家,7433060057,懷恩護理之家,新竹縣湖口鄉中山三街8號,03-5990420,新竹縣湖口鄉信義村20鄰中山三街8號,121.039827,24.896072
新竹縣,一般護理之家,7733060517,天主教仁慈醫療財團法人附設新竹仁慈護理之家,新竹縣湖口鄉忠孝路29號,03-5993500,新竹縣湖口鄉孝勢村15鄰忠孝路29號,121.045458,24.900558
新竹縣,一般護理之家,7433080531,和康護理之家,新竹縣新豐鄉員山村7鄰員山133-59號,03-5575333,新竹縣新豐鄉員山村7鄰員山133之59號,121.006122,24.881073
新竹縣,一般護理之家,7433080522,長泰護理之家,新竹縣新豐鄉埔和村14鄰埔頂363-10號,03-5689333,新竹縣新豐鄉埔和村14鄰埔頂363之10號,120.987178,24.92431
新竹縣,一般護理之家,7433020017,崇德護理之家,新竹縣新埔鎮下寮里義民路三段156巷90弄66號,03-5882000,新竹縣新埔鎮下寮里1鄰義民路三段156巷90弄66號,121.042648,24.845972
新竹縣,一般護理之家,7433020026,福馨護理之家,新竹縣新埔鎮南平里南平路300號,933294948,新竹縣新埔鎮南平里3鄰南平路300號,121.060006,24.840688
新竹縣,一般護理之家,7433010020,豫萱護理之家,新竹縣關西鎮仁安里4鄰中豐路二段352號,922196868,新竹縣關西鎮仁安里4鄰中豐路二段352號,121.188458,24.802468
新竹縣,一般護理之家,7433091070,芊馨園護理之家,新竹縣芎林鄉上山村8鄰上山82-12號,03-5927089,新竹縣芎林鄉上山村8鄰上山82之12號,121.07317,24.792676
新竹縣,一般護理之家,7133030044,國立臺灣大學醫學院附設醫院竹東分院附設護理之家,新竹縣竹東鎮至善路52號(5樓),03-5943248,新竹縣竹東鎮上?里9鄰至善路52號,121.09356,24.718675
新竹縣,一般護理之家,7433030522,富林護理之家,新竹縣竹東鎮陸豐里荳子埔5鄰55之9號,03-5121857,新竹縣竹東鎮陸豐里5鄰荳子埔55之9號,121.076234,24.76792
新竹縣,一般護理之家,7533031030,臺北榮民總醫院新竹分院附設護理之家,新竹縣竹東鎮中豐路一段81號,03-5962134分機556,新竹縣竹東鎮東寧里3鄰中豐路一段81號,121.099575,24.722702
新竹縣,一般護理之家,7433030531,瑪琍亞護理之家,新竹縣竹東鎮北興路二段79之1號,03-5956595,新竹縣竹東鎮仁愛里9鄰北興路二段79之1號,121.09289,24.73909
新竹縣,一般護理之家,7433070017,荷蘭村護理之家,新竹縣橫山鄉沙坑村3鄰中豐路三段76號,03-5811558,新竹縣橫山鄉沙坑村3鄰中豐路三段76號,121.16275,24.740265
宜蘭縣,一般護理之家,7134010537,國立陽明大學附設醫院護理之家,宜蘭縣宜蘭市新民路152號,03-9325192,宜蘭縣宜蘭市東門里4鄰新民路152號,121.754029,24.757853
宜蘭縣,一般護理之家,7434011058,迦勒護理之家,宜蘭縣宜蘭市宜興路ㄧ段79號3-5樓,03-9315119,宜蘭縣宜蘭市神農里13鄰宜興路一段79號,121.755729,24.75052
宜蘭縣,一般護理之家,7534070531,臺北榮民總醫院員山分院附設護理之家,宜蘭縣員山鄉榮光路386號,9222141,宜蘭縣員山鄉內城村12鄰榮光路386號,121.687824,24.721919
宜蘭縣,一般護理之家,7334070028,宜蘭員山醫療財團法人附設員山護理之家,宜蘭縣員山鄉深溝村尚深路91號,03-9230348,宜蘭縣員山鄉深溝村3鄰尚深路91號,121.721579,24.721464
宜蘭縣,一般護理之家,7434021170,私立六福護理之家,宜蘭縣羅東鎮南門路37號3、4、5、6樓,03-9558886,宜蘭縣羅東鎮成功里6鄰南門路37號,121.769109,24.672723
宜蘭縣,一般護理之家,7334020046,天主教靈醫會醫療財團法人附設羅東聖母護理之家,宜蘭縣羅東鎮南昌里中正南路160號,03-9544106#5352,宜蘭縣羅東鎮南昌里6鄰中正南路160號,121.770714,24.671434
宜蘭縣,一般護理之家,7534031025,臺北榮民總院蘇澳分院附設護理之家,宜蘭縣蘇澳鎮蘇濱路一段301號,03-9905106-203,宜蘭縣蘇澳鎮港邊里11鄰蘇濱路一段301號,121.848611,24.614096
宜蘭縣,一般護理之家,7434030026,建生護理之家,宜蘭縣蘇澳鎮中山路一段218號3樓,03-9972452,宜蘭縣蘇澳鎮蘇西里13鄰中山路一段218號,121.846221,24.59595
苗栗縣,一般護理之家,7435040062,華恩護理之家,苗栗縣竹南鎮正南里7鄰中山路1號,037-551949,苗栗縣竹南鎮正南里7鄰中山路1號,120.879797,24.683364
苗栗縣,一般護理之家,7435040044,慈祐醫院附設護理之家,苗栗縣竹南鎮民治街17號6樓,037-476589轉751,苗栗縣竹南鎮正南里16鄰民治街17號,120.878639,24.68477
苗栗縣,一般護理之家,7735051061,為恭醫療財團法人附設為恭護理之家,苗栗縣頭份市仁愛路116號4樓,676828,苗栗縣頭份市東庄里2鄰仁愛路116號,120.908192,24.687498
苗栗縣,一般護理之家,7435050586,苗栗縣私立宏光護理之家,苗栗縣頭份市蟠桃里17鄰建國路51號,037-685082,苗栗縣頭份市蟠桃里17鄰建國路51號,120.905817,24.696922
苗栗縣,一般護理之家,7435050719,崇仁護理之家,苗栗縣頭份市東興路110號3樓,0925-477562,苗栗縣頭份市民族里11鄰東興路110號,120.904276,24.683741
苗栗縣,一般護理之家,7435050684,安心居護理之家,苗栗縣頭份市文化街31號,037-593727,苗栗縣頭份市文化里5鄰文化街31號,120.897881,24.696276
苗栗縣,一般護理之家,7435060064,私立天春護理之家,苗栗縣後龍鎮大山里9鄰下大山腳40-7號,037-431818,苗栗縣後龍鎮大山里9鄰下大山腳40之7號,120.795779,24.641914
苗栗縣,一般護理之家,7335020531,李綜合醫療社團法人附設中華護理之家,苗栗縣苑裡鎮中華路137號1.2.3.4樓,853668,苗栗縣苑裡鎮客庄里24鄰中華路137號,120.653724,24.438379
苗栗縣,一般護理之家,7535010011,衛生福利部苗栗醫院附設護理之家,苗栗縣苗栗市為公路七四七號,037 261920-5191,苗栗縣苗栗市嘉盛里18鄰為公路747號,120.840405,24.575655
苗栗縣,一般護理之家,7635010031,協和醫院附設護理之家,苗栗縣苗栗市中正路1367號4-5樓,37352631,苗栗縣苗栗市水源里15鄰中正路1367號,120.817299,24.541274
苗栗縣,一般護理之家,7335010044,大千醫療社團法人附設南勢護理之家,苗栗縣苗栗市南勢里1鄰南勢52號,037-369936,苗栗縣苗栗市南勢里1鄰南勢52號,120.78834,24.519791
苗栗縣,一般護理之家,7435010653,大川醫院附設護理之家,苗栗縣苗栗市上苗里建民街60號1-3樓,037-268615,苗栗縣苗栗市上苗里14鄰建民街60號,120.823956,24.565902
苗栗縣,一般護理之家,7435010644,弘愛護理之家,苗栗縣苗栗市松園285-1,037-358833,苗栗縣苗栗市高苗里27鄰松園285之1號,120.810742,24.547893
彰化縣,一般護理之家,7437010633,信生醫院附設護理之家,彰化縣彰化市三民路312號,04-7251191,彰化縣彰化市民生里4鄰三民路312號,120.545016,24.085773
彰化縣,一般護理之家,7437010722,春生堂護理之家,彰化縣彰化市彰草路425號5.6.7樓,04-7610455,彰化縣彰化市磚?里3鄰彰草路425號,120.52184,24.077553
彰化縣,一般護理之家,7437010857,線東大眾護理之家,彰化縣彰化市線東路一段1號,04-7610455,彰化縣彰化市莿桐里1鄰線東路一段1號,120.518573,24.063139
彰化縣,一般護理之家,7437010820,慈林庭園護理之家,彰化縣彰化市彰南路四段300巷8號,7376009,彰化縣彰化市快官里11鄰彰南路四段300巷8號,120.609498,24.072962
彰化縣,一般護理之家,7437010795,健祥田園護理之家,彰化縣彰化市埔內街27巷66號,7121066,彰化縣彰化市延和里2鄰埔內街27巷66號,120.542945,24.058212
彰化縣,一般護理之家,7437010731,新春生堂護理之家,彰化縣彰化市彰草路425號3.4樓,04-7638877,彰化縣彰化市磚?里3鄰彰草路425號,120.52184,24.077553
彰化縣,一般護理之家,7437130514,安歆護理之家,彰化縣花壇鄉花壇村中正路355號,04-7882595,彰化縣花壇鄉花壇村14鄰中正路355號,120.538096,24.025172
彰化縣,一般護理之家,7437130621,仁堡護理之家,彰化縣花壇鄉中庄村中山路1段40巷66.68.76.78號,7870726,彰化縣花壇鄉中庄村15鄰中山路一段40巷129號,120.563875,24.006578
彰化縣,一般護理之家,7437130603,宜信護理之家,彰化縣花壇鄉北口村口庄街592號,7879168,彰化縣花壇鄉北口村17鄰口庄街592號,120.532433,24.044407
彰化縣,一般護理之家,7437120027,勤英護理之家,彰化縣秀水鄉下崙村018鄰民生街450號,,彰化縣秀水鄉下崙村18鄰民生街450號,120.500882,24.011489
彰化縣,一般護理之家,7437021083,彰秀護理之家,彰化縣鹿港鎮東石里25鄰鹿工路1-3號,,彰化縣鹿港鎮東石里25鄰鹿工路1之3號,120.41297,24.076235
彰化縣,一般護理之家,7737020528,彰化基督教醫療財團法人附設鹿港基督教護理之家,彰化縣鹿港鎮中正路480號,7779595,彰化縣鹿港鎮永安里12鄰中正路480號,120.438211,24.060379
彰化縣,一般護理之家,7437021038,健馨護理之家,彰化縣鹿港鎮鹿西路235巷17號,04-7762531,彰化縣鹿港鎮東石里24鄰鹿西路235巷17號,120.41755,24.064287
彰化縣,一般護理之家,7437110067,仁得護理之家,彰化縣福興鄉大崙村大崙街7-11號,0987-210988,彰化縣福興鄉大崙村9鄰大崙街7之11號,120.476624,24.037141
彰化縣,一般護理之家,7437021056,穩祥護理之家,彰化縣福興鄉社尾村社尾街5-59號,04-7760685,彰化縣福興鄉社尾村7鄰社尾街5之59號,120.453148,24.030121
彰化縣,一般護理之家,7437031052,享樂活和美院區護理之家,彰化縣和美鎮中正路140號,7552557,彰化縣和美鎮和西里5鄰中正路140號,120.495442,24.113392
彰化縣,一般護理之家,7437031043,慈光護理之家,彰化縣和美鎮孝文路110號,7573895,彰化縣和美鎮和東里28鄰孝文路110號,120.504352,24.108661
彰化縣,一般護理之家,7437101040,伸美護理之家,彰化縣伸港鄉建國一街121號,04-7980369,彰化縣伸港鄉什股村21鄰建國一街121號,120.48352,24.161083
彰化縣,一般護理之家,7437101031,長欣護理之家,彰化縣伸港鄉濱海路51巷12號,7995888,彰化縣伸港鄉全興村14鄰濱海路51巷12號,120.497744,24.179594
彰化縣,一般護理之家,7437051072,和安護理之家,彰化縣員林市員水路一段580巷25號,8390453,彰化縣員林市崙雅里20鄰員水路一段580巷25號,120.592614,23.953977
彰化縣,一般護理之家,7437051198,員星護理之家,彰化縣員林市員集路1段466巷85弄7號,8713399,彰化縣員林市大明里5鄰員集路一段466巷85弄7號,120.580057,23.933364
彰化縣,一般護理之家,7437051161,福星護理之家,彰化縣員林市員水路一段103巷37號,04-8362278,彰化縣員林市出水里1鄰員水路一段103巷37號,120.602335,23.947897
彰化縣,一般護理之家,7437051116,良成護理之家,彰化縣員林市新義街85號1樓,8397556,彰化縣員林市新生里4鄰新義街85號,120.567561,23.957339
彰化縣,一般護理之家,7437190547,上好護理之家,彰化縣社頭鄉湳雅村新雅路3-12號,8727493,彰化縣社頭鄉湳雅村11鄰新雅路3之12號,120.60019,23.926105
彰化縣,一般護理之家,7437190529,仁道護理之家,彰化縣社頭鄉山腳路2段95巷29號,,彰化縣社頭鄉仁和村1鄰山腳路二段726巷75號,120.61029,23.911383
彰化縣,一般護理之家,7437170045,護康護理之家,彰化縣埔心鄉舊館村中興路158號,8296000,彰化縣埔心鄉舊?村7鄰中興路158號,120.526805,23.952483
彰化縣,一般護理之家,7537170529,衛生福利部彰化醫院附設護理之家,彰化縣埔心鄉中正路二段八十號,04-8298686,彰化縣埔心鄉舊?村4鄰中正路二段80號,120.527299,23.950225
彰化縣,一般護理之家,7437150525,員林郭醫院附設護理之家,彰化縣大村鄉田洋橫巷2-9號,8539888,彰化縣大村鄉大村村18鄰田洋橫巷2之9號,120.538972,23.999018
彰化縣,一般護理之家,7337150014,財團法人洋明紀念護理之家,彰化縣大村鄉貢旗村旗興路1段288號,8536220,彰化縣大村鄉貢旗村14鄰旗興路一段288號,120.540694,23.976734
彰化縣,一般護理之家,7437070040,里仁診所附設護理之家,彰化縣田中鎮公館路283號1.3樓,8762036,彰化縣田中鎮新民里20鄰公館路283號,120.585083,23.853781
彰化縣,一般護理之家,7437070111,仁美庭園護理之家,彰化縣田中鎮一心街55號,8762070,彰化縣田中鎮新民里8鄰一心街55號,120.585819,23.853705
彰化縣,一般護理之家,7437070095,禾田護理之家,彰化縣田中鎮中州路1段144號,04-8762080,彰化縣田中鎮中路里1鄰中州路一段144號,120.587898,23.858166
彰化縣,一般護理之家,7437041067,卓醫院附設護理之家,彰化縣北斗鎮中山路一段311號2.6樓,8882995,彰化縣北斗鎮西安里1鄰中山路一段311號,120.51554,23.872278
彰化縣,一般護理之家,7437041030,慈心護理之家,彰化縣北斗鎮興農路二段一五六號,04-8880083,彰化縣北斗鎮新生里11鄰興農路二段156號,120.53661,23.861575
彰化縣,一般護理之家,7437210026,光田護理之家,彰化縣田尾鄉光復路二段560號,04-8831338,彰化縣田尾鄉饒平村17鄰光復路二段560號,120.536148,23.88924
彰化縣,一般護理之家,7437260517,名倫護理之家,彰化縣溪州鄉大庄村田中路49-30號,04-8806666,彰化縣溪州鄉大庄村19鄰田中路49之30號,120.571014,23.826844
彰化縣,一般護理之家,7437081089,德安護理之家,彰化縣二林鎮豐田里福興巷120號,47686830,彰化縣二林鎮豐田里5鄰福興巷120號,120.384069,23.914774
彰化縣,一般護理之家,7437081061,洪宗鄰醫院附設護理之家,彰化縣二林鎮二溪路2段269號,04-8955555,彰化縣二林鎮頂厝里9鄰二溪路二段269號,120.378857,23.921016
彰化縣,一般護理之家,7437081043,東明護理之家,彰化縣二林鎮斗苑路三段390巷77號,8956136,彰化縣二林鎮後厝里3鄰斗苑路三段390巷77號,120.397951,23.899594
彰化縣,一般護理之家,7237080015,彰化基督教醫療財團法人附設二林基督教護理之家,彰化縣二林鎮安和街40巷28號,8952031-8025,彰化縣二林鎮南光里25鄰安和街40巷28號,120.361801,23.893988
彰化縣,一般護理之家,7437081105,居享護理之家,彰化縣二林鎮趙甲里新殿巷183號,,彰化縣二林鎮趙甲里8鄰新殿巷183號,120.388665,23.921227
南投縣,一般護理之家,7138011021,衛生福利部南投醫院南投院區附設護理之家,南投縣南投市復興路478號5樓,049-2231150,南投縣南投市康壽里1鄰復興路478號,120.685294,23.914093
南投縣,一般護理之家,7438011072,私立永安護理之家,南投縣南投市南鄉路53號,049-2242655,南投縣南投市振興里1鄰南鄉路53號,120.705231,23.899315
南投縣,一般護理之家,7438031040,吉康護理之家,南投縣草屯鎮省府路200號,2339933,南投縣草屯鎮山腳里31鄰省府路201之7號,120.679911,23.954937
南投縣,一般護理之家,7438031083,群策大愛護理之家,南投縣草屯鎮新豐里新豐路728巷16號1-4樓,049-2355285,南投縣草屯鎮新豐里3鄰新豐路728巷16號,120.678904,24.003709
南投縣,一般護理之家,7438031092,青松護理之家,南投縣草屯鎮新豐路728巷38號2-4樓,049-2355285,南投縣草屯鎮新豐里3鄰新豐路728巷38號,120.679454,24.003291
南投縣,一般護理之家,7438031127,愛之福護理之家,南投縣草屯鎮新庄里日新街277巷250號,049-2319969,南投縣草屯鎮新庄里23鄰日新街277巷250號,120.669118,23.998315
南投縣,一般護理之家,7338020042,埔基醫療財團法人附設埔基護理之家,南投縣埔里鎮鐵山路1號,,南投縣埔里鎮愛蘭里1鄰鐵山路1號,120.946799,23.970928
南投縣,一般護理之家,7438021078,和泰護理之家,南投縣埔里鎮中山路一段180號1樓,2423732,南投縣埔里鎮蜈蚣里8鄰中山路一段180號,121.001437,23.97884
南投縣,一般護理之家,7338020015,埔基醫療財團法人附設愛蘭護理之家,南投縣埔里鎮鐵山里鐵山路2號2樓之1、2樓之2、3樓之1、3樓之2、4樓之1、4樓之2。,（049）2912151＃6000,南投縣埔里鎮鐵山里10鄰鐵山路2號,120.947624,23.971594
南投縣,一般護理之家,7538021025,臺中榮民總醫院埔里分院附設護理之家,南投縣埔里鎮榮光路1號2-4樓、長照大樓1-2樓,2990833,南投縣埔里鎮蜈蚣里14鄰榮光路1號,120.99681,23.975802
南投縣,一般護理之家,7438060039,佳尚好護理之家,南投縣名間鄉新街村彰南路571-1號4樓,2235279,南投縣名間鄉新街村6鄰彰南路571之1號,120.691044,23.882017
南投縣,一般護理之家,7438041221,私立淨元護理之家,南投縣竹山鎮社寮里田中巷47-5號,049-2624101,南投縣竹山鎮社寮里8鄰田中巷47之5號,120.723896,23.817654
